id,advert_id,domain,developer,address,gp,description,entrance_number,floor,area,room_count,flat_number,price,published_at,actualized_at,dataset
1e604b98-cbaf-42d6-ac50-e86bdaad9560,99630,t-dsk.ru,ТДСК,"ул. Монтажников 36, (ГП-4.7), подъезд 1, квартира №129",ГП-4.7,"1-комнатная квартира на улица Монтажников 36, ГП-4.7 1 подъезд",1,18,145.5,1,129,11600000,2023-06-19,2024-05-14,old
ed9be204-2cc9-49ff-b17d-64da1380c1cd,99633,t-dsk.ru,ТДСК,"ул. Монтажников 36, (ГП-4.7), подъезд 1, квартира №132",ГП-4.7,"1-комнатная квартира на улица Монтажников 36, ГП-4.7 1 подъезд",1,18,127.8,1,132,10800000,2023-11-02,2024-05-14,old
5b54eb5a-ec62-4f84-a942-5beafb7df99d,99637,t-dsk.ru,ТДСК,"ул. Монтажников 36, (ГП-4.7), подъезд 1, квартира №136",ГП-4.7,"1-комнатная квартира на улица Монтажников 36, ГП-4.7 1 подъезд",1,19,127.9,1,136,10800000,2023-03-13,2024-05-14,old
28ac5bde-e046-48db-8e0a-1593099e6b1b,321893,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №2",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,1,38.8,1,2,4950000,2023-08-27,2024-05-14,old
c14f9a67-c646-4bcf-883a-b180302b7b2e,321894,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №3",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,1,41.1,1,3,4950000,2023-03-13,2024-05-14,old
e075279d-5c13-4309-b9ba-0edc94e2d654,321897,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №6",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,2,38.8,1,6,4950000,2023-06-19,2024-05-14,old
86282bb4-e6e4-47aa-9ba0-ba57f0e97eec,321899,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №8",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,2,40.1,1,8,4950000,2023-08-27,2024-05-14,old
b668658d-53ba-443f-9538-25f04a6b6621,321902,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №11",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,3,38.9,1,11,4950000,2023-06-01,2024-05-14,old
eae200f7-4c22-4166-b2be-3f2650709b4c,321904,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №13",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,3,40.1,1,13,4950000,2023-03-13,2024-05-14,old
afc19aac-2c6c-4513-9ace-6042e60c90c7,321907,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №16",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,4,38.7,1,16,4950000,2023-03-13,2024-05-14,old
56ec4591-196e-442c-bb45-2284e4a3ad39,321909,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №18",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,4,40.0,1,18,4950000,2023-06-01,2024-05-14,old
878b9bf9-06c9-49bc-8222-53fbefa00ad3,321917,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №26",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,6,38.7,1,26,4950000,2023-06-19,2024-05-14,old
6bdfb39b-fbeb-478a-80a6-7b105e7a9ab1,321919,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №28",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,6,39.9,1,28,4950000,2023-06-19,2024-05-14,old
f1b39979-60a0-419e-ba3e-64bcecc8896e,321924,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №33",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,7,39.9,1,33,4950000,2023-06-19,2024-05-14,old
b9cb23fc-afcb-44c0-b5e6-0e06f591b2e2,321927,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №36",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,8,38.7,1,36,4950000,2023-06-01,2024-05-14,old
09a99579-e30f-434d-b7b3-609a00489691,321932,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №41",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,9,38.7,1,41,4950000,2023-06-01,2024-05-14,old
cc456c5c-06c6-494c-80f2-f41655eec8c3,321934,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №43",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,9,40.4,1,43,4950000,2023-03-13,2024-05-14,old
0af8fa45-99ac-402b-b642-b2fb5175537a,321982,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №91",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,1,38.6,1,91,4950000,2023-06-01,2024-05-14,old
1355ec9e-f252-4226-aaed-0bf26e036193,321983,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №92",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,1,41.0,1,92,4950000,2023-08-27,2024-05-14,old
26f81cd2-bbd0-4e13-9167-72ef2aba11cd,321986,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №95",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,2,38.6,1,95,4950000,2023-03-13,2024-05-14,old
4ae68aee-a766-4ba0-bad8-ac7bbfe92eb2,321988,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №97",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,2,39.9,1,97,4950000,2023-08-27,2024-05-14,old
9b7b2f5d-0497-4625-8591-6b6a8a2c4a87,321991,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №100",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,3,38.8,1,100,4950000,2023-06-01,2024-05-14,old
4d349eb4-219e-4294-82bf-3933094a280c,321996,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №105",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,4,38.7,1,105,4950000,2023-06-01,2024-05-14,old
53f33a32-c6d0-4f88-ba6f-ab3af7caf454,322001,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №110",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,5,38.8,1,110,4950000,2023-08-27,2024-05-14,old
2b0ab3e0-47a7-49e9-a008-58b4f9c6d38a,322006,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №115",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,6,38.7,1,115,4950000,2023-06-01,2024-05-14,old
e7ee1b0b-c7ff-4d55-bf35-091e7c2c0bbc,322008,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №117",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,6,39.9,1,117,4950000,2023-06-01,2024-05-14,old
d5938419-a0ed-4b4e-a87c-72e874868c1a,322011,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №120",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,7,38.7,1,120,4950000,2023-03-13,2024-05-14,old
71cf2b4d-9e6d-4a70-b049-8745a2743c6d,322013,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №122",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,7,39.9,1,122,4950000,2023-03-13,2024-05-14,old
9d517e05-8a63-4535-a807-f6dfd831b900,322016,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №125",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,8,38.6,1,125,4950000,2023-08-27,2024-05-14,old
d98522e4-ab03-4c8e-8a86-984c2052f1cd,322018,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №127",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,8,40.2,1,127,4950000,2023-11-02,2024-05-14,old
b6ccdf20-8d95-4863-ae1b-acda96fdd3dc,322021,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №130",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,9,38.7,1,130,4950000,2023-08-27,2024-05-14,old
d33631b2-744f-4689-845e-ec253609443b,322071,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №180",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,1,38.9,1,180,4950000,2023-03-13,2024-05-14,old
3ec934d8-ef28-4507-a097-c6760865be49,322072,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №181",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,1,41.3,1,181,4950000,2023-10-06,2024-05-14,old
4e325e98-ee6c-4aca-ba71-54209b9c638e,322075,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №184",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,2,39.1,1,184,4950000,2023-06-01,2024-05-14,old
7e36eb5b-7b56-4c0e-a78b-2d312f25c007,322077,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №186",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,2,40.3,1,186,4950000,2023-11-02,2024-05-14,old
a8939493-3b3a-4a33-a08e-768866310c57,322080,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №189",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,3,38.9,1,189,4950000,2023-06-01,2024-05-14,old
2dfa1a9a-5952-4e83-b5b8-c1497c150df9,322085,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №194",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,4,39.0,1,194,4950000,2023-12-06,2024-05-14,old
e8547fd4-9e15-4942-a42f-24051ea28459,322090,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №199",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,5,39.1,1,199,4950000,2023-03-13,2024-05-14,old
9ef5f7d0-622b-4ffa-890c-9cf4504d3c00,322095,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №204",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,6,38.8,1,204,4950000,2023-04-21,2024-05-14,old
c0c020b6-7442-4799-8815-3b8c13701b6b,322100,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №209",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,7,38.8,1,209,4950000,2023-04-21,2024-05-14,old
9a8f7b5e-a892-455e-baa0-743c5c197446,322102,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №211",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,7,40.3,1,211,4950000,2023-03-13,2024-05-14,old
7e8e8642-864b-4918-86fd-30a6e33ae5da,322105,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №214",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,8,38.8,1,214,4950000,2023-06-01,2024-05-14,old
d61ca86a-bec9-4782-9bcd-64709b26d85e,322110,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №219",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,9,38.8,1,219,4950000,2023-11-02,2024-05-14,old
1cf2f507-80e8-4fd2-b966-102ba7c6e4d0,322112,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №221",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,9,40.4,1,221,4950000,2023-08-27,2024-05-14,old
1e99dddb-cf16-41a2-abe9-d78f66472757,321947,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №56",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,12,38.7,1,56,4850000,2023-03-13,2024-05-14,old
b9f1d01b-ed17-4c8d-b6be-bb18e307cbf6,321952,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №61",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,13,38.8,1,61,4850000,2023-03-13,2024-05-14,old
58236c4f-9177-4156-b316-5358a16e3c8f,321957,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №66",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,14,38.9,1,66,4850000,2023-03-13,2024-05-14,old
7fcb8d3f-6cbd-47d0-ad0e-0150c1b017e6,321962,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №71",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,15,38.7,1,71,4850000,2023-03-13,2024-05-14,old
ef3ae908-7000-4b3f-a761-3bef807b9eaa,321967,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №76",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,16,38.7,1,76,4850000,2023-06-19,2024-05-14,old
c2b0dcd2-51f8-4daa-aa9b-a0d3901a4403,321969,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №78",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,16,40.3,1,78,4850000,2023-06-01,2024-05-14,old
d1e6d888-6484-4509-9f92-406538c9e9f7,321972,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №81",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,17,38.5,1,81,4850000,2023-06-01,2024-05-14,old
e38c42b0-4818-4323-ab23-2756567d5389,321974,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №83",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,17,39.6,1,83,4850000,2023-06-19,2024-05-14,old
0f8ea8df-e842-45b2-865d-73def3c79012,321977,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №86",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд",1,18,38.3,1,86,4850000,2023-03-13,2024-05-14,old
00b12813-14e6-448e-b175-dcd7d5b24053,322036,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №145",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,12,38.7,1,145,4850000,2023-06-01,2024-05-14,old
1c6fc363-33f0-4d54-9150-17e789748f65,322041,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №150",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,13,38.6,1,150,4850000,2023-03-13,2024-05-14,old
a0093849-4280-48d1-8935-acb6fae7ecd8,322046,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №155",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,14,38.7,1,155,4850000,2023-03-13,2024-05-14,old
5f25b4f8-dc2e-45a5-9acb-1de872450c86,322051,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №160",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,15,38.7,1,160,4850000,2023-03-13,2024-05-14,old
b54ab669-41c0-4bbe-9454-432f482b55ab,322056,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №165",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,16,38.6,1,165,4850000,2023-08-27,2024-05-14,old
65e4239a-cc2e-4263-bd5b-01af53295c5a,322061,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №170",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,17,38.3,1,170,4850000,2023-03-13,2024-05-14,old
590d9e22-af49-4a75-93d4-59478d71af83,322066,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №175",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд",2,18,38.4,1,175,4850000,2023-06-01,2024-05-14,old
d9ca1c33-482f-478c-b10b-78171c7b4865,322140,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №249",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,15,38.5,1,249,4850000,2023-06-01,2024-05-14,old
8578a6f3-149c-4399-843b-2c93f81e00ac,322145,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №254",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,16,38.7,1,254,4850000,2023-06-01,2024-05-14,old
1f342564-95cf-441b-bf0a-f6a85351c213,322150,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №259",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,17,38.5,1,259,4850000,2023-06-01,2024-05-14,old
c5534e76-72d2-49c0-8182-c65f5e30f78b,322155,t-dsk.ru,ТДСК,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №264",ГП-5.2,"1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд",3,18,38.5,1,264,4850000,2023-06-01,2024-05-14,old
f36102b1-2c94-46ad-8d0c-fd873b179f2d,322784,t-dsk.ru,ТДСК,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1, квартира №42",ГП-5-12,"1-комнатная квартира на ул. Монтажников 42, к.1 ГП-5-12 1 подъезд",1,11,40.9,1,42,4550000,2023-06-19,2024-05-14,old
139631b8-bfe7-4f79-95c6-619beca914d8,322792,t-dsk.ru,ТДСК,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1, квартира №50",ГП-5-12,"1-комнатная квартира на ул. Монтажников 42, к.1 ГП-5-12 1 подъезд",1,13,41.1,1,50,4550000,2023-08-27,2024-05-14,old
4d698dbf-abf2-4515-b878-37986fd9833b,322793,t-dsk.ru,ТДСК,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1, квартира №51",ГП-5-12,"1-комнатная квартира на ул. Монтажников 42, к.1 ГП-5-12 1 подъезд",1,13,40.9,1,51,4550000,2023-06-19,2024-05-14,old
339d5eda-d665-4059-bfb0-8b14df5d9e63,322797,t-dsk.ru,ТДСК,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1, квартира №55",ГП-5-12,"1-комнатная квартира на ул. Монтажников 42, к.1 ГП-5-12 1 подъезд",1,14,40.9,1,55,4550000,2023-06-01,2024-05-14,old
4a89c150-ece9-4832-acf9-5ea41bd46ce3,321569,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №2",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,2,38.7,1,2,4400000,2023-11-02,2024-05-14,old
20b25876-4ff1-4111-9185-438d03adc0dd,321571,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №4",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,2,40.1,1,4,4400000,2023-08-27,2024-05-14,old
a4cf9222-a187-4383-87a0-3731586c703e,321579,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №12",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,4,38.6,1,12,4400000,2023-11-02,2024-05-14,old
16bc5ef8-80e4-46f7-8483-29e1404d3381,321584,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №17",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,5,38.8,1,17,4400000,2023-06-01,2024-05-14,old
289dc349-3379-45dc-a26c-c1068d695a69,321589,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №22",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,6,38.7,1,22,4400000,2023-06-19,2024-05-14,old
8bd06583-6777-435f-9215-25a08eaef854,321594,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №27",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,7,38.8,1,27,4400000,2023-06-01,2024-05-14,old
679b53ab-273b-486c-9309-07237fd9054c,321599,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №32",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,8,38.8,1,32,4400000,2023-06-19,2024-05-14,old
c7bb3d3c-f894-4c46-83b1-7a015d237e15,321604,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №37",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,9,38.9,1,37,4400000,2023-03-13,2024-05-14,old
bb6bf3a6-f6ba-4638-a139-91d9578874e8,321609,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №42",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,10,38.7,1,42,4400000,2023-08-27,2024-05-14,old
848187c8-7acb-49f8-9589-02adde7b10d3,321611,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №44",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,10,40.3,1,44,4400000,2023-06-19,2024-05-14,old
c929ff06-4316-4b55-a526-72ba9de49cbe,321614,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №47",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,11,38.6,1,47,4400000,2023-03-13,2024-05-14,old
ba671b2b-fcc2-4178-9ae5-5aadca79d3ba,321616,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №49",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,11,40.4,1,49,4400000,2023-03-13,2024-05-14,old
92ae3ab6-50f7-43e6-b9ca-fa94645e070e,321619,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №52",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,12,38.5,1,52,4400000,2023-06-01,2024-05-14,old
a9ba4f52-c415-4988-b038-672ae35c5dce,321621,t-dsk.ru,ТДСК,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №54",ГП-7.1,"1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд",1,12,40.1,1,54,4400000,2023-03-13,2024-05-14,old
